Index,composition,target,pred-0,uncertainty
0,Ba1Sr7V8O24,29.74770736694336,30.319358825683594,3.3292922973632812
1,Ba2Bi2Pr4Co8O24,106.70233154296875,104.78634643554688,4.081125736236572
2,Ba2Ca6Fe8O24,171.60809326171875,177.44564819335938,6.886707782745361
3,Ba2Cd2Pr4Ni8O24,284.898193359375,292.4253234863281,9.9049711227417
4,Ba2Dy6Fe8O24,270.0079040527344,279.4207763671875,20.07192611694336
5,Ba2Gd6Fe8O24,70.97341918945312,70.79460144042969,4.6014885902404785
6,Ba2Ho6Fe8O24,291.3846130371094,292.6730041503906,19.197866439819336
7,Ba2La6Co8O24,59.63499069213867,60.719364166259766,3.737995147705078
8,Ba2La6Cr8O24,16.66840934753418,22.85387420654297,4.831765651702881
9,Ba2La6Fe8O24,0.0,-0.0101318359375,0.9956527352333069
10,Ba2La6Ga8O24,94.50621032714844,87.30439758300781,11.872432708740234
11,Ba2La6Mn8O24,43.36371994018555,40.42762756347656,4.3551740646362305
12,Ba2La6Ni8O24,162.30857849121094,162.97921752929688,5.458452224731445
13,Ba2La6Sc8O24,14.094444274902344,12.202720642089844,3.137789726257324
14,Ba2La6Ti8O24,14.810051918029785,13.731407165527344,3.8358912467956543
15,Ba2La6V8O24,53.85203552246094,53.22475814819336,3.998569965362549
16,Ba2Mg6Fe8O24,515.8053588867188,555.3721923828125,94.00395202636719
17,Ba2Nd6Fe8O24,132.8149871826172,137.02691650390625,8.318758964538574
18,Ba2Pr6Co8O24,62.494049072265625,62.07830047607422,3.7528271675109863
19,Ba2Pr6Cr8O24,33.65498352050781,30.589134216308594,5.986609935760498
20,Ba2Pr6Fe8O24,58.885318756103516,56.47610092163086,3.2849233150482178
21,Ba2Pr6Ga8O24,155.46507263183594,158.48721313476562,5.206516742706299
22,Ba2Pr6Mn8O24,51.309017181396484,49.07352066040039,3.5241081714630127
23,Ba2Pr6Ni8O24,162.89218139648438,163.86888122558594,4.776778221130371
24,Ba2Pr6Sc8O24,65.9849624633789,64.64382934570312,3.9129927158355713
25,Ba2Pr6Ti8O24,10.174511909484863,12.340705871582031,3.95072078704834
26,Ba2Pr6V8O24,18.97350311279297,18.966514587402344,3.298129081726074
27,Ba2Sm6Fe8O24,178.23573303222656,184.26907348632812,10.780791282653809
28,Ba2Sn2Pr4Ni8O24,276.34027099609375,279.5037841796875,9.831439971923828
29,Ba2Sr6Co8O24,106.74575805664062,106.93325805664062,3.4581973552703857
30,Ba2Sr6Fe4Co4O24,109.48895263671875,110.63391876220703,3.2173221111297607
31,Ba2Sr6Fe4Ni4O24,183.2712860107422,181.80239868164062,4.570984840393066
32,Ba2Sr6Fe6Co2O24,105.72218322753906,106.447509765625,3.04537296295166
33,Ba2Sr6Fe6Ni2O24,135.95445251464844,134.52235412597656,3.7035601139068604
