Index,composition,target,pred-0,uncertainty
0,Ba1Sr7V8O24,29.74770736694336,24.898178100585938,4.369868755340576
1,Ba2Bi2Pr4Co8O24,106.70233154296875,115.77086639404297,6.712339401245117
2,Ba2Cd2Pr4Ni8O24,284.898193359375,289.7998962402344,11.27461051940918
3,Ba2Dy6Fe8O24,270.0079040527344,262.16815185546875,14.091384887695312
4,Ba2Gd6Fe8O24,70.97341918945312,64.48780822753906,5.538300037384033
5,Ba2Ho6Fe8O24,291.3846130371094,306.1439208984375,20.299524307250977
6,Ba2La6Co8O24,59.63499069213867,57.00541687011719,4.371443271636963
7,Ba2La6Cr8O24,16.66840934753418,16.0450439453125,4.714731216430664
8,Ba2La6Fe8O24,0.0,0.1250457763671875,1.2129350900650024
9,Ba2La6Ga8O24,94.50621032714844,86.5771255493164,8.381939888000488
10,Ba2La6Mn8O24,43.36371994018555,41.98041915893555,3.613891839981079
11,Ba2La6Ni8O24,162.30857849121094,165.06497192382812,7.368724822998047
12,Ba2La6Sc8O24,14.094444274902344,14.593154907226562,3.119987726211548
13,Ba2La6Ti8O24,14.810051918029785,10.8555908203125,3.240617275238037
14,Ba2La6V8O24,53.85203552246094,50.20180892944336,6.464290142059326
15,Ba2Mg6Fe8O24,515.8053588867188,525.193603515625,51.91361618041992
16,Ba2Nd6Fe8O24,132.8149871826172,140.93252563476562,15.175310134887695
17,Ba2Pr6Co8O24,62.494049072265625,62.5071907043457,5.019774913787842
18,Ba2Pr6Cr8O24,33.65498352050781,31.01952362060547,5.8258161544799805
19,Ba2Pr6Fe8O24,58.885318756103516,51.86600112915039,3.8157296180725098
20,Ba2Pr6Ga8O24,155.46507263183594,156.86489868164062,8.172979354858398
21,Ba2Pr6Mn8O24,51.309017181396484,49.003501892089844,5.001983165740967
22,Ba2Pr6Ni8O24,162.89218139648438,166.76339721679688,7.532103538513184
23,Ba2Pr6Ti8O24,10.174511909484863,12.481254577636719,4.5323262214660645
24,Ba2Pr6V8O24,18.97350311279297,20.2249755859375,4.951996326446533
25,Ba2Sm6Fe8O24,178.23573303222656,195.05567932128906,18.80433464050293
26,Ba2Sn2Pr4Ni8O24,276.34027099609375,283.46661376953125,11.770548820495605
27,Ba2Sr6Co8O24,106.74575805664062,108.51068878173828,5.4877448081970215
28,Ba2Sr6Fe4Ni4O24,183.2712860107422,180.10203552246094,6.98234224319458
29,Ba2Sr6Fe6Co2O24,105.72218322753906,102.31166076660156,3.6009304523468018
30,Ba2Sr6Fe7Co1O24,113.0606460571289,106.59172821044922,3.610799551010132
31,Ba2Sr6Fe7Ni1O24,110.28583526611328,111.78878021240234,3.982396364212036
32,Ba2Sr6Fe8O24,89.50296020507812,90.79745483398438,4.710017204284668
33,Ba2Sr6Mn1Fe7O24,102.77542114257812,98.53707122802734,3.1914916038513184
34,Ba2Sr6Mn2Fe6O24,96.03604125976562,94.8786392211914,3.4184672832489014
