Index,composition,target,pred-0,uncertainty
0,Ba1Sr7V8O24,29.74770736694336,26.1683349609375,14.554815292358398
1,Ba2Bi2Pr4Co8O24,106.70233154296875,98.15023040771484,13.989843368530273
2,Ba2Cd2Pr4Ni8O24,284.898193359375,299.031494140625,34.572452545166016
3,Ba2Dy6Fe8O24,270.0079040527344,234.77655029296875,67.59688568115234
4,Ba2Gd6Fe8O24,70.97341918945312,50.56796646118164,29.4254207611084
5,Ba2Ho6Fe8O24,291.3846130371094,241.1251983642578,72.30558776855469
6,Ba2La6Co8O24,59.63499069213867,76.18862915039062,12.182805061340332
7,Ba2La6Cr8O24,16.66840934753418,5.719451904296875,11.718430519104004
8,Ba2La6Fe8O24,0.0,5.5029144287109375,11.399763107299805
9,Ba2La6Ga8O24,94.50621032714844,96.3653564453125,20.345787048339844
10,Ba2La6Mn8O24,43.36371994018555,48.00997543334961,11.42337417602539
11,Ba2La6Ni8O24,162.30857849121094,187.67520141601562,28.516164779663086
12,Ba2La6Sc8O24,14.094444274902344,9.685325622558594,12.140185356140137
13,Ba2La6Ti8O24,14.810051918029785,12.546966552734375,11.473176002502441
14,Ba2La6V8O24,53.85203552246094,34.586212158203125,18.023502349853516
15,Ba2Mg6Fe8O24,515.8053588867188,324.71978759765625,249.87962341308594
16,Ba2Nd6Fe8O24,132.8149871826172,123.90335083007812,36.14253234863281
17,Ba2Pr6Co8O24,62.494049072265625,68.45238494873047,11.61706256866455
18,Ba2Pr6Cr8O24,33.65498352050781,21.277267456054688,14.260818481445312
19,Ba2Pr6Fe8O24,58.885318756103516,51.9130973815918,17.176876068115234
20,Ba2Pr6Ga8O24,155.46507263183594,152.06585693359375,17.33323097229004
21,Ba2Pr6Mn8O24,51.309017181396484,43.45198059082031,11.105622291564941
22,Ba2Pr6Ni8O24,162.89218139648438,174.767578125,22.18087387084961
23,Ba2Pr6Ti8O24,10.174511909484863,21.249351501464844,13.925915718078613
24,Ba2Pr6V8O24,18.97350311279297,12.850654602050781,13.125722885131836
25,Ba2Sm6Fe8O24,178.23573303222656,160.46334838867188,46.118873596191406
26,Ba2Sn2Pr4Ni8O24,276.34027099609375,291.13604736328125,37.80662536621094
27,Ba2Sr6Co8O24,106.74575805664062,115.07905578613281,12.455253601074219
28,Ba2Sr6Fe4Ni4O24,183.2712860107422,192.93563842773438,18.499082565307617
29,Ba2Sr6Fe6Co2O24,105.72218322753906,109.28125,10.234434127807617
30,Ba2Sr6Fe7Co1O24,113.0606460571289,107.00534057617188,9.863287925720215
31,Ba2Sr6Fe7Ni1O24,110.28583526611328,116.98558044433594,10.44119930267334
32,Ba2Sr6Fe8O24,89.50296020507812,92.01324462890625,11.400369644165039
33,Ba2Sr6Mn1Fe7O24,102.77542114257812,97.98773193359375,10.352317810058594
34,Ba2Sr6Mn2Fe6O24,96.03604125976562,99.90204620361328,10.742385864257812
35,Ba2Sr6Mn4Fe4O24,86.69975280761719,91.092529296875,11.338682174682617
36,Ba2Sr6Mn8O24,113.88619995117188,113.48662567138672,13.366209983825684
