Index,composition,target,pred-0,uncertainty
0,Ba1Sr7V8O24,29.74770736694336,25.279930114746094,3.9513795375823975
1,Ba2Ca6Fe8O24,171.60809326171875,169.11703491210938,9.462783813476562
2,Ba2Cd2Pr4Ni8O24,284.898193359375,283.9336242675781,12.845248222351074
3,Ba2Gd6Fe8O24,70.97341918945312,72.1608657836914,5.985223770141602
4,Ba2La6Co8O24,59.63499069213867,59.744606018066406,5.281023979187012
5,Ba2La6Fe8O24,0.0,0.7830657958984375,1.8061314821243286
6,Ba2La6Ga8O24,94.50621032714844,89.6562271118164,7.59944486618042
7,Ba2La6Mn8O24,43.36371994018555,45.5247802734375,3.9393773078918457
8,Ba2La6Ni8O24,162.30857849121094,162.73980712890625,7.41895055770874
9,Ba2La6Sc8O24,14.094444274902344,8.519332885742188,4.862166881561279
10,Ba2La6Ti8O24,14.810051918029785,14.34814453125,3.2994115352630615
11,Ba2Mg6Fe8O24,515.8053588867188,428.6015625,125.9966049194336
12,Ba2Nd6Fe8O24,132.8149871826172,136.93313598632812,14.558009147644043
13,Ba2Pr6Cr8O24,33.65498352050781,43.65641784667969,6.3142499923706055
14,Ba2Pr6Fe8O24,58.885318756103516,58.00113296508789,4.0571208000183105
15,Ba2Pr6Ga8O24,155.46507263183594,150.65492248535156,6.672511577606201
16,Ba2Pr6Mn8O24,51.309017181396484,47.30805969238281,4.0630693435668945
17,Ba2Pr6Ni8O24,162.89218139648438,161.80792236328125,6.533816337585449
18,Ba2Pr6Sc8O24,65.9849624633789,63.288978576660156,4.57216739654541
19,Ba2Pr6Ti8O24,10.174511909484863,5.0946044921875,3.3728530406951904
20,Ba2Pr6V8O24,18.97350311279297,18.83190155029297,3.5804548263549805
21,Ba2Sn2Pr4Ni8O24,276.34027099609375,282.4155578613281,11.828150749206543
22,Ba2Sr6Co8O24,106.74575805664062,106.53069305419922,5.551604747772217
23,Ba2Sr6Fe4Co4O24,109.48895263671875,106.34555053710938,4.763939380645752
24,Ba2Sr6Fe4Ni4O24,183.2712860107422,184.4727020263672,7.888286590576172
25,Ba2Sr6Fe6Co2O24,105.72218322753906,104.67516326904297,4.6926164627075195
26,Ba2Sr6Fe6Ni2O24,135.95445251464844,138.5035400390625,5.2723708152771
27,Ba2Sr6Fe7Co1O24,113.0606460571289,107.09833526611328,4.7959208488464355
28,Ba2Sr6Fe8O24,89.50296020507812,91.43673706054688,5.012486457824707
29,Ba2Sr6Mn1Fe7O24,102.77542114257812,99.11756896972656,5.0585036277771
30,Ba2Sr6Mn2Fe6O24,96.03604125976562,93.37073516845703,5.245511054992676
31,Ba2Sr6Mn4Fe4O24,86.69975280761719,84.2720947265625,3.7789669036865234
32,Ba2Sr6Mn8O24,113.88619995117188,109.36041259765625,5.252429008483887
33,Ba2Sr6Ni8O24,258.82806396484375,256.7067565917969,13.181737899780273
34,Ba2Sr6V8O24,42.133506774902344,44.918846130371094,6.15923547744751
35,Ba2Y6Co8O24,113.4830551147461,111.84022521972656,5.504818916320801
36,Ba2Y6Cr8O24,101.75572967529297,99.0908203125,6.654142379760742
37,Ba2Y6Fe8O24,84.72896575927734,82.93748474121094,5.343385696411133
38,Ba2Y6Ga8O24,184.3874053955078,182.0507049560547,9.041091918945312
39,Ba2Y6Mn8O24,91.10598754882812,87.98947143554688,4.042373180389404
40,Ba2Y6Ni8O24,152.57089233398438,156.27560424804688,8.968352317810059
41,Ba2Y6Sc8O24,94.6025619506836,95.98112487792969,5.422678470611572
42,Ba2Y6Ti8O24,66.50125122070312,66.44579315185547,6.717214584350586
43,Ba2Y6V8O24,33.004798889160156,32.13786315917969,2.592926502227783
44,Ba3Bi1Pr4Co8O24,109.03340911865234,100.242919921875,7.58066987991333
45,Ba3Bi4La1Fe8O24,171.95669555664062,166.22509765625,9.8610200881958
46,Ba3Cd1Pr4Ni8O24,257.0759582519531,262.2335510253906,11.839275360107422
47,Ba3Cd4La1Fe8O24,258.6653137207031,229.45468139648438,14.599681854248047
48,Ba3Sn4La1Fe8O24,285.9481506347656,283.1576232910156,15.01321792602539
49,Ba3Sr3La2Mn1Fe7O24,0.0,10.687667846679688,38.05299377441406
50,Ba4Ba4Mn2Fe6O24,271.9065856933594,110.67516326904297,110.69538116455078
51,Ba4Bi4Fe8O24,187.39105224609375,183.3172607421875,8.690887451171875
52,Ba4Bi4Zr7Fe1O24,138.89285278320312,143.74827575683594,8.57966136932373
53,Ba4Ca4Co6Ni2O24,247.6849822998047,244.46087646484375,9.546401977539062
54,Ba4Ca4Co7Ni1O24,212.7566375732422,217.77786254882812,8.988286972045898
55,Ba4Ca4Fe1Co7O24,187.8944091796875,191.6612091064453,9.41425609588623
56,Ba4Ca4Fe1Ni7O24,332.2121276855469,330.29412841796875,13.328057289123535
57,Ba4Ca4Fe2Ni6O24,317.35687255859375,315.5113525390625,13.127861022949219
58,Ba4Ca4Fe8O24,163.1857452392578,156.58697509765625,11.191994667053223
59,Ba4Ca4Mn1Ni7O24,349.60540771484375,346.8040771484375,14.4711332321167
60,Ba4Ca4Mn2Ni6O24,346.0879211425781,332.3576965332031,14.435141563415527
61,Ba4Ca4Mn4Ni4O24,313.7228698730469,285.6517639160156,12.834735870361328
62,Ba4Ca4Mn6Fe2O24,192.0104217529297,188.22877502441406,8.092158317565918
63,Ba4Ca4Mn6Ni2O24,234.96885681152344,233.81689453125,8.817314147949219
64,Ba4Ca4Mn7Co1O24,206.61013793945312,208.328125,8.61957836151123
65,Ba4Ca4Mn7Fe1O24,192.71275329589844,193.80169677734375,7.249881267547607
66,Ba4Ca4Mn7Ni1O24,213.33322143554688,209.18496704101562,7.536147117614746
67,Ba4Ca4Ni4Co4O24,330.9399108886719,302.6299743652344,10.748252868652344
68,Ba4Ca4Ni6Co2O24,364.70709228515625,363.3213195800781,15.160937309265137
69,Ba4Ca4Ni7Co1O24,354.7377624511719,362.1680603027344,14.041836738586426
70,Ba4Cd4Fe8O24,278.98468017578125,282.5475769042969,15.414982795715332
71,Ba4Cd4Hf1Zr6Fe1O24,98.58075714111328,92.7247314453125,5.251712799072266
72,Ba4Cd4Zr7Fe1O24,151.5536651611328,145.52838134765625,7.642709732055664
73,Ba4Ce4Mn8O24,119.11416625976562,115.11186981201172,6.1372151374816895
74,Ba4Dy4Fe8O24,236.1773223876953,232.6331787109375,16.464038848876953
75,Ba4Dy4Mn8O24,137.40870666503906,134.32638549804688,6.3155517578125
76,Ba4Gd4Co8O24,130.59739685058594,127.45808410644531,6.016845226287842
77,Ba4Gd4Fe8O24,108.66685485839844,107.26549530029297,6.809427738189697
78,Ba4Gd4Mn8O24,105.69316864013672,108.93885803222656,6.439676284790039
79,Ba4Ho4Fe8O24,254.26504516601562,251.5780029296875,16.404991149902344
80,Ba4Ho4Mn8O24,144.19456481933594,145.1372528076172,7.759017467498779
81,Ba4La1Mn8Zn3O24,244.55892944335938,234.1485595703125,10.642125129699707
82,Ba4La1Zn3Co8O24,259.72113037109375,261.3772888183594,20.715036392211914
83,Ba4La1Zn3Ni8O24,0.0,176.47288513183594,765.1279296875
84,Ba4La4Co8O24,117.65052795410156,111.39396667480469,5.925486087799072
85,Ba4La4Cr8O24,62.167964935302734,55.45709228515625,5.882094383239746
86,Ba4La4Fe8O24,3.608107328414917,2.0172805786132812,2.3603196144104004
87,Ba4La4Ga8O24,169.76937866210938,166.861572265625,11.272918701171875
88,Ba4La4Ni8O24,210.80892944335938,199.60891723632812,10.830148696899414
89,Ba4La4Sc8O24,42.295894622802734,43.44940185546875,6.8011040687561035
90,Ba4La4Ti8O24,13.804608345031738,6.826606750488281,3.597909927368164
91,Ba4Mg4Fe8O24,408.48858642578125,416.3700256347656,47.861724853515625
92,Ba4Nd4Mn8O24,93.96023559570312,88.64823150634766,4.318028926849365
93,Ba4Pr4Co8O24,113.9014892578125,118.96912384033203,6.923259258270264
94,Ba4Pr4Cr8O24,100.44019317626953,92.7293701171875,7.451613903045654
95,Ba4Pr4Fe8O24,78.18172454833984,72.55181884765625,9.932500839233398
96,Ba4Pr4Ga8O24,234.8007049560547,226.92919921875,11.259472846984863
97,Ba4Pr4Hf4Co4O24,99.76252746582031,93.77291107177734,10.30661392211914
98,Ba4Pr4Hf4Fe4O24,0.0,22.196517944335938,25.158203125
99,Ba4Pr4Hf4Ni4O24,230.92190551757812,219.43850708007812,12.728801727294922
100,Ba4Pr4Hf6Co2O24,48.46453094482422,120.46248626708984,96.22177124023438
101,Ba4Pr4Hf7Co1O24,185.5245361328125,198.1574249267578,31.546079635620117
102,Ba4Pr4Hf7Ni1O24,229.06468200683594,231.72451782226562,18.266637802124023
103,Ba4Pr4Mn6Co2O24,86.53565979003906,106.744140625,13.800764083862305
104,Ba4Pr4Mn6Cu2O24,132.10902404785156,130.4856719970703,7.289268493652344
105,Ba4Pr4Mn6Fe2O24,80.4591064453125,88.19741821289062,9.333758354187012
106,Ba4Pr4Mn6Ni2O24,112.57384490966797,123.79293060302734,8.417793273925781
107,Ba4Pr4Mn8O24,53.5428581237793,58.24852752685547,7.297265529632568
108,Ba4Pr4Nb4Co4O24,52.0286750793457,61.20768737792969,9.042550086975098
109,Ba4Pr4Nb4Fe4O24,42.168975830078125,35.81256866455078,9.153387069702148
110,Ba4Pr4Nb4Ni4O24,134.50643920898438,134.79624938964844,12.615604400634766
111,Ba4Pr4Nb6Co2O24,251.36029052734375,254.95980834960938,27.00506591796875
112,Ba4Pr4Nb7Fe1O24,202.66455078125,205.271240234375,11.924010276794434
113,Ba4Pr4Ni8O24,214.36416625976562,211.85806274414062,10.694381713867188
114,Ba4Pr4Sc8O24,94.3019027709961,89.95417785644531,6.400984287261963
115,Ba4Pr4Ta4Co4O24,39.961795806884766,38.5855712890625,6.783641815185547
116,Ba4Pr4Ta4Fe4O24,31.520248413085938,29.348411560058594,6.586392879486084
117,Ba4Pr4Ta4Ni4O24,139.34507751464844,129.07945251464844,11.268035888671875
118,Ba4Pr4Ta7Co1O24,280.87646484375,296.18267822265625,18.684364318847656
119,Ba4Pr4Ta7Fe1O24,286.0149230957031,292.6497497558594,18.142908096313477
120,Ba4Pr4Ta7Ni1O24,299.6924743652344,316.1667175292969,17.958621978759766
121,Ba4Pr4Ti8O24,11.590498924255371,11.808853149414062,6.323671817779541
122,Ba4Pr4V8O24,57.14438247680664,52.47556686401367,4.267148494720459
123,Ba4Pr4Zr4Co4O24,77.86843872070312,72.46137237548828,7.96303129196167
124,Ba4Pr4Zr4Fe4O24,126.77734375,118.13191986083984,65.03563690185547
125,Ba4Pr4Zr6Fe2O24,202.28395080566406,187.57666015625,20.51788330078125
126,Ba4Pr4Zr6Ni2O24,128.44886779785156,131.096435546875,9.177925109863281
127,Ba4Pr4Zr7Co1O24,165.77842712402344,160.2349853515625,17.244953155517578
128,Ba4Pr4Zr7Fe1O24,175.56939697265625,184.8116455078125,16.606876373291016
129,Ba4Pr4Zr7Ni1O24,211.47682189941406,199.33029174804688,13.203490257263184
130,Ba4Sm4Fe8O24,157.71559143066406,147.03277587890625,14.374147415161133
131,Ba4Sn4Hf1Zr6Fe1O24,85.233642578125,81.53567504882812,7.540053844451904
132,Ba4Sn4Zr7Fe1O24,137.1260528564453,142.35394287109375,10.297245979309082
133,Ba4Sr4Al1Fe7O24,127.82579040527344,125.30123138427734,5.397059440612793
134,Ba4Sr4Al6Fe2O24,206.15823364257812,205.93276977539062,10.888233184814453
135,Ba4Sr4Al8O24,212.30252075195312,221.10556030273438,14.08461856842041
136,Ba4Sr4Co4Ni4O24,223.624755859375,225.9296417236328,7.889997482299805
137,Ba4Sr4Co6Ni2O24,182.22097778320312,168.98818969726562,6.296477794647217
138,Ba4Sr4Co8O24,122.3160400390625,121.99807739257812,6.430587291717529
139,Ba4Sr4Cu8O24,288.486572265625,288.24090576171875,13.814346313476562
140,Ba4Sr4Fe1Co7O24,120.40352630615234,122.45790100097656,5.661008358001709
141,Ba4Sr4Fe1Ni7O24,242.96546936035156,241.82406616210938,11.78537368774414
142,Ba4Sr4Fe2Co6O24,123.75401306152344,123.8584213256836,5.9368977546691895
143,Ba4Sr4Fe2Cu6O24,253.56044006347656,245.89852905273438,11.516772270202637
144,Ba4Sr4Fe2Ni6O24,228.16969299316406,229.78335571289062,10.65778636932373
145,Ba4Sr4Fe4Co4O24,126.79849243164062,118.0931625366211,5.605047702789307
146,Ba4Sr4Fe4Cu4O24,218.94639587402344,212.89596557617188,9.372868537902832
147,Ba4Sr4Fe4Ni4O24,184.9014434814453,180.68087768554688,8.045760154724121
148,Ba4Sr4Fe6Cu2O24,151.7974395751953,146.32615661621094,6.648269176483154
149,Ba4Sr4Fe7Co1O24,117.24706268310547,115.10346984863281,5.28130578994751
150,Ba4Sr4Ga2Fe6O24,145.1978302001953,143.99635314941406,6.7998456954956055
151,Ba4Sr4Ga4Fe4O24,202.68968200683594,213.74899291992188,10.365340232849121
152,Ba4Sr4Ga6Fe2O24,251.77174377441406,247.98031616210938,14.533574104309082
153,Ba4Sr4Ga8O24,289.7129821777344,282.1542663574219,14.560504913330078
154,Ba4Sr4Mn1Co7O24,124.84257507324219,124.67284393310547,5.452101230621338
155,Ba4Sr4Mn1Fe7O24,97.9185791015625,102.45417022705078,5.2680206298828125
156,Ba4Sr4Mn1Ni7O24,251.70347595214844,255.3409423828125,11.830316543579102
157,Ba4Sr4Mn2Co6O24,134.599609375,129.36834716796875,5.640167236328125
158,Ba4Sr4Mn2Fe6O24,104.37297058105469,100.02214050292969,7.3647236824035645
159,Ba4Sr4Mn4Co4O24,138.0912322998047,137.53416442871094,5.6495232582092285
160,Ba4Sr4Mn4Ni4O24,199.57809448242188,209.6646728515625,10.527273178100586
161,Ba4Sr4Mn6Co2O24,165.10972595214844,157.4898223876953,7.677445888519287
162,Ba4Sr4Mn6Fe2O24,126.81816864013672,123.43272399902344,5.7830305099487305
163,Ba4Sr4Mn6Ni2O24,180.03517150878906,173.21902465820312,6.286120414733887
164,Ba4Sr4Mn7Co1O24,162.78421020507812,146.6272735595703,5.808581829071045
165,Ba4Sr4Mn7Fe1O24,133.88336181640625,127.93828582763672,5.361754894256592
166,Ba4Sr4Mn8O24,137.79190063476562,135.39376831054688,6.665282249450684
167,Ba4Sr4Ni4Co4O24,227.71775817871094,225.92965698242188,7.889997482299805
168,Ba4Sr4Ni6Co2O24,283.04241943359375,276.4496154785156,10.65497875213623
169,Ba4Sr4Ni7Co1O24,272.87158203125,269.9352722167969,11.505244255065918
170,Ba4Sr4Ni8O24,296.6302185058594,271.512939453125,13.671501159667969
171,Ba4Sr4V8O24,66.96310424804688,59.16316604614258,7.219611644744873
172,Ba4Sr4Zn1Fe7O24,119.77498626708984,113.570556640625,5.782674789428711
173,Ba4Sr4Zn2Fe6O24,150.4727020263672,147.9078826904297,8.697061538696289
174,Ba4Sr4Zn4Fe4O24,219.40213012695312,221.66448974609375,13.183863639831543
175,Ba4Sr4Zn6Fe2O24,294.8931884765625,287.6380615234375,13.478052139282227
176,Ba4Sr4Zn8O24,377.50201416015625,364.192138671875,26.844118118286133
177,Ba4Y4Cr8O24,160.8491668701172,156.91212463378906,13.370763778686523
178,Ba4Y4Ga8O24,267.85443115234375,246.22958374023438,16.52177619934082
179,Ba4Y4Ni8O24,190.87088012695312,187.3817596435547,11.126401901245117
180,Ba4Y4Sc8O24,126.61616516113281,121.16259002685547,8.368476867675781
181,Ba4Y4Ti8O24,70.04324340820312,72.21891784667969,9.91797924041748
182,Ba4Y4V8O24,71.75494384765625,64.55914306640625,5.286906719207764
183,Ba5Bi2La1Fe8O24,127.37818908691406,129.6666717529297,7.644984245300293
184,Ba5Cd2La1Fe8O24,166.1874237060547,163.98898315429688,10.157971382141113
185,Ba5Sn2La1Fe8O24,276.0287170410156,275.34197998046875,17.812946319580078
186,Ba6Bi1La1Fe8O24,93.4258041381836,95.80860137939453,5.041402816772461
187,Ba6Bi2Zr7Fe1O24,0.2022891789674759,1.1814727783203125,0.7156558036804199
188,Ba6Ca2Fe8O24,118.30376434326172,119.58509063720703,6.604923248291016
189,Ba6Cd1La1Fe8O24,114.55464172363281,108.51332092285156,5.14005708694458
190,Ba6Cd2Hf1Zr6Fe1O24,0.0,1.1554794311523438,0.7814107537269592
191,Ba6Cd2Zr7Fe1O24,59.18382263183594,56.74292755126953,3.639983892440796
192,Ba6Ce2Fe8O24,120.21481323242188,116.41322326660156,6.002928733825684
193,Ba6Dy2Fe8O24,121.36842346191406,120.09168243408203,5.6187872886657715
194,Ba6Gd2Fe8O24,98.51156616210938,104.75068664550781,6.396230697631836
195,Ba6Hf2Mn6Zn2O24,219.4705352783203,219.87777709960938,8.601981163024902
196,Ba6Hf2Zn2Co6O24,245.6479949951172,238.457763671875,9.099289894104004
197,Ba6Hf2Zn2Fe6O24,229.79013061523438,260.125,25.55824089050293
198,Ba6Hf2Zn2Ni6O24,396.8833312988281,392.57183837890625,16.476898193359375
199,Ba6Ho2Fe8O24,129.12841796875,129.3631591796875,6.150941848754883
200,Ba6La2Fe4Co4O24,100.97112274169922,96.71726989746094,10.827401161193848
201,Ba6La2Fe8O24,60.356693267822266,60.978294372558594,3.896034002304077
202,Ba6Mg2Fe8O24,236.66468811035156,219.42782592773438,25.770227432250977
203,Ba6Mn8Zn2O24,276.2173767089844,262.33245849609375,17.988868713378906
204,Ba6Nb2Zn2Co6O24,210.37521362304688,211.31494140625,9.131118774414062
205,Ba6Nb2Zn2Fe6O24,214.1857452392578,207.92977905273438,16.28177261352539
206,Ba6Pr2Fe8O24,67.13987731933594,63.68498992919922,4.437214374542236
207,Ba6Sm2Fe8O24,88.11492919921875,86.85438537597656,4.318446159362793
208,Ba6Sn1La1Fe8O24,158.4270477294922,148.95101928710938,10.49498176574707
209,Ba6Sn2Fe8O24,283.9064636230469,290.9561767578125,19.554244995117188
210,Ba6Sn2Hf1Zr6Fe1O24,3.509828567504883,0.5274810791015625,0.9559182524681091
211,Ba6Sn2Zr7Fe1O24,52.48224639892578,42.758663177490234,8.381514549255371
212,Ba6Ta2Mn6Zn2O24,193.0378875732422,188.51841735839844,8.193489074707031
213,Ba6Ta2Zn2Co6O24,200.2688751220703,204.08560180664062,9.259383201599121
214,Ba6Ta2Zn2Fe6O24,182.1290283203125,183.21336364746094,14.570906639099121
215,Ba6Ti2Zn2Co6O24,222.9273223876953,219.339599609375,8.932461738586426
216,Ba6Ti2Zn2Fe6O24,241.53770446777344,249.89199829101562,13.174055099487305
217,Ba6Ti2Zn2Ni6O24,388.3951721191406,382.4343566894531,15.079389572143555
218,Ba6Zn2Co8O24,249.5494384765625,246.74798583984375,9.954731941223145
219,Ba6Zn2Fe8O24,239.2147674560547,241.82034301757812,14.603384017944336
220,Ba6Zn2Ni8O24,407.1471862792969,417.7916564941406,21.522315979003906
221,Ba6Zr2Mn6Zn2O24,201.40211486816406,195.04376220703125,9.651914596557617
222,Ba6Zr2Zn2Co6O24,218.80056762695312,216.26611328125,9.7461576461792
223,Ba6Zr2Zn2Fe6O24,296.501220703125,278.93707275390625,56.90556335449219
224,Ba6Zr2Zn2Ni6O24,344.7992858886719,363.4444885253906,15.951032638549805
225,Ba7Bi1Fe8O24,100.94922637939453,96.08885955810547,4.886478900909424
226,Ba7Bi1Zr7Fe1O24,0.0,0.963226318359375,0.7649256587028503
227,Ba7Cd1Fe8O24,126.88631439208984,127.18999481201172,6.915801525115967
228,Ba7Cd1Zr7Fe1O24,22.47840118408203,18.671966552734375,3.3669486045837402
229,Ba7Ce1Fe8O24,87.31329345703125,84.93075561523438,4.207838535308838
230,Ba7Dy1Fe8O24,95.14422607421875,94.9446792602539,4.193356513977051
231,Ba7Gd1Fe8O24,83.9207992553711,86.14839935302734,4.4037604331970215
232,Ba7Ho1Fe8O24,99.06622314453125,98.87036895751953,4.655058860778809
233,Ba7La1Fe4Co4O24,111.44229125976562,102.8307113647461,8.36381721496582
234,Ba7La1Fe6Co2O24,97.04621887207031,94.7516860961914,5.097167015075684
235,Ba7La1Fe8O24,66.07660675048828,66.03534698486328,3.7568609714508057
236,Ba7Mn8Zn1O24,202.0924530029297,197.99655151367188,8.796834945678711
237,Ba7Nd1Fe8O24,71.90055847167969,73.43408966064453,4.161981582641602
238,Ba7Sm1Fe8O24,78.67122650146484,79.18731689453125,3.9343953132629395
239,Ba7Sn1Fe8O24,185.40420532226562,187.02386474609375,15.903223991394043
240,Ba7Sn1Hf1Zr6Fe1O24,0.0,1.282562255859375,0.7314563989639282
241,Ba7Sn1Zr7Fe1O24,21.172086715698242,20.564430236816406,4.48626708984375
242,Ba7Sr1Mn1Fe7O24,87.78436279296875,91.35077667236328,5.17109489440918
243,Ba7Sr1Mn2Fe6O24,93.67170715332031,90.34651947021484,5.729978561401367
244,Ba7Zn1Fe8O24,150.37103271484375,142.14024353027344,9.407959938049316
245,Ba8Al1Fe7O24,113.13529968261719,109.11968231201172,5.734634876251221
246,Ba8Al2Fe6O24,136.31607055664062,128.34371948242188,6.8320393562316895
247,Ba8Al4Fe4O24,175.37962341308594,174.12289428710938,10.53792953491211
248,Ba8Al6Fe2O24,201.81756591796875,207.0291748046875,14.18114948272705
249,Ba8Al8O24,227.4912872314453,234.97140502929688,16.096912384033203
250,Ba8Co6Ni2O24,191.11305236816406,189.8795623779297,9.109270095825195
251,Ba8Co7Ni1O24,159.11770629882812,159.65667724609375,9.020931243896484
252,Ba8Co8O24,124.5421142578125,129.85140991210938,8.679718971252441
253,Ba8Cr8O24,15.007828712463379,17.01306915283203,6.776754856109619
254,Ba8Cu8O24,274.3492736816406,277.138916015625,14.968920707702637
255,Ba8Fe1Ni7O24,217.25282287597656,219.77114868164062,10.430586814880371
256,Ba8Fe2Co6O24,120.41378784179688,120.736572265625,9.556032180786133
257,Ba8Fe2Cu6O24,237.52127075195312,239.920166015625,11.355081558227539
258,Ba8Fe2Nb1Co5O24,122.31135559082031,121.02241516113281,7.885514736175537
259,Ba8Fe2Ni6O24,202.26980590820312,202.93045043945312,11.282382011413574
260,Ba8Fe4Co4O24,123.93596649169922,122.61225128173828,8.526131629943848
261,Ba8Fe4Ir4O24,0.0,0.30605316162109375,0.9223276972770691
262,Ba8Fe4Mo4O24,347.3830871582031,372.6370849609375,50.19658279418945
263,Ba8Fe4Ni4O24,174.06027221679688,170.48153686523438,10.504526138305664
264,Ba8Fe4Os4O24,0.0,0.32846832275390625,1.0246580839157104
265,Ba8Fe4Pd4O24,41.601287841796875,38.982139587402344,5.161908149719238
266,Ba8Fe4Pt4O24,9.79676628112793,6.9846649169921875,3.4829652309417725
267,Ba8Fe4Re4O24,0.678471028804779,0.40869903564453125,0.9173188805580139
268,Ba8Fe4Rh4O24,7.487661838531494,2.8233489990234375,2.3557260036468506
269,Ba8Fe4Ru4O24,0.0,0.39458465576171875,0.9059239029884338
270,Ba8Fe4Tc4O24,0.0,0.6159515380859375,0.7727962136268616
271,Ba8Fe6Co2O24,108.53738403320312,107.57742309570312,6.177019119262695
272,Ba8Fe6Cu2O24,134.18069458007812,137.35736083984375,7.07819128036499
273,Ba8Fe6Ni2O24,137.4796600341797,134.3062286376953,7.130803108215332
274,Ba8Fe6Os2O24,29.459108352661133,26.101722717285156,3.644266366958618
275,Ba8Fe6Pd2O24,69.2869644165039,60.11235046386719,5.46553897857666
276,Ba8Fe6Pt2O24,49.343284606933594,48.19709014892578,6.056341648101807
277,Ba8Fe6Re2O24,5.900961399078369,1.1835861206054688,1.6938191652297974
278,Ba8Fe6Rh2O24,36.528221130371094,37.67414855957031,4.276237964630127
279,Ba8Fe6Tc2O24,0.0,0.43367767333984375,0.8618156909942627
280,Ba8Fe7Cu1O24,103.80110931396484,99.96417999267578,5.266239643096924
281,Ba8Fe7Ir1O24,32.009403228759766,33.49755859375,3.646829128265381
282,Ba8Fe7Ni1O24,114.75434112548828,115.94010162353516,5.570454120635986
283,Ba8Fe7Os1O24,34.73422622680664,34.609580993652344,3.229180097579956
284,Ba8Fe7Pd1O24,75.87824249267578,73.4375,4.527613639831543
285,Ba8Fe7Pt1O24,63.68903350830078,62.57300567626953,6.192216873168945
286,Ba8Fe7Re1O24,30.403270721435547,30.354469299316406,3.614692211151123
287,Ba8Fe7Rh1O24,56.15299987792969,52.04378128051758,5.200063705444336
288,Ba8Fe7Ru1O24,36.36319351196289,36.814910888671875,3.020112991333008
289,Ba8Fe7Tc1O24,0.0,0.314605712890625,1.0125219821929932
290,Ba8Fe8O24,77.29127502441406,78.35786437988281,7.012181758880615
291,Ba8Ga2Fe6O24,128.36434936523438,130.23944091796875,7.626377105712891
292,Ba8Ga4Fe4O24,182.74090576171875,174.72305297851562,9.599157333374023
293,Ba8Ga6Fe2O24,238.334228515625,237.84060668945312,16.233083724975586
294,Ba8Ga8O24,278.3077697753906,283.2745361328125,16.346891403198242
295,Ba8Hf1Fe7O24,73.49783325195312,72.44184875488281,3.5744731426239014
296,Ba8Hf2Fe6O24,71.44563293457031,68.22700500488281,3.3966596126556396
297,Ba8Hf2Zr5Fe1O24,0.0,1.3492507934570312,0.6851294636726379
298,Ba8Hf4Fe4O24,63.04573440551758,57.8514289855957,5.100231647491455
299,Ba8Hf4Ni4O24,177.44180297851562,173.34024047851562,9.399248123168945
300,Ba8Hf4Zr3Fe1O24,1.167639970779419,0.35239410400390625,1.1493008136749268
301,Ba8Hf6Co2O24,70.2166748046875,69.19938659667969,6.398647785186768
302,Ba8Hf6Ni2O24,96.85869598388672,96.39771270751953,7.602815628051758
303,Ba8Hf7Co1O24,45.7531852722168,36.821937561035156,5.610905170440674
304,Ba8Hf7Fe1O24,23.501142501831055,22.334609985351562,4.009514808654785
305,Ba8Hf7Ni1O24,51.864444732666016,43.68999099731445,7.695983409881592
306,Ba8Hf8O24,8.21644401550293,8.007850646972656,4.092195987701416
307,Ba8Ir8O24,163.29786682128906,175.08615112304688,16.96544075012207
308,Ba8Mn1Fe7O24,83.5686264038086,85.35796356201172,6.572790145874023
